JT7
Wavelength = 1.54059
66	54.00
66.02	49.00
66.04	29.00
66.06	26.00
66.08	14.00
66.1	23.00
66.12	25.00
66.14	19.00
66.16	14.00
66.18	15.00
66.2	17.00
66.22	13.00
66.24	15.00
66.26	13.00
66.28	14.00
66.3	27.00
66.32	10.00
66.34	17.00
66.36	18.00
66.38	21.00
66.4	19.00
66.42	17.00
66.44	19.00
66.46	21.00
66.48	17.00
66.5	17.00
66.52	24.00
66.54	15.00
66.56	23.00
66.58	21.00
66.6	27.00
66.62	18.00
66.64	16.00
66.66	23.00
66.68	22.00
66.7	21.00
66.72	17.00
66.74	16.00
66.76	21.00
66.78	29.00
66.8	15.00
66.82	17.00
66.84	15.00
66.86	23.00
66.88	25.00
66.9	23.00
66.92	19.00
66.94	25.00
66.96	28.00
66.98	33.00
67	25.00
67.02	26.00
67.04	22.00
67.06	29.00
67.08	30.00
67.1	44.00
67.12	21.00
67.14	22.00
67.16	35.00
67.18	40.00
67.2	30.00
67.22	41.00
67.24	41.00
67.26	39.00
67.28	33.00
67.3	33.00
67.32	33.00
67.34	37.00
67.36	46.00
67.38	37.00
67.4	31.00
67.42	35.00
67.44	44.00
67.46	34.00
67.48	44.00
67.5	47.00
67.52	35.00
67.54	50.00
67.56	43.00
67.58	45.00
67.6	35.00
67.62	41.00
67.64	40.00
67.66	50.00
67.68	56.00
67.7	43.00
67.72	57.00
67.74	53.00
67.76	62.00
67.78	53.00
67.8	52.00
67.82	50.00
67.84	67.00
67.86	46.00
67.88	55.00
67.9	50.00
67.92	64.00
67.94	61.00
67.96	70.00
67.98	75.00
68	56.00
68.02	71.00
68.04	85.00
68.06	82.00
68.08	87.00
68.1	58.00
68.12	90.00
68.14	100.00
68.16	75.00
68.18	83.00
68.2	80.00
68.22	86.00
68.24	93.00
68.26	82.00
68.28	92.00
68.3	109.00
68.32	92.00
68.34	116.00
68.36	130.00
68.38	119.00
68.4	128.00
68.42	133.00
68.44	131.00
68.46	156.00
68.48	163.00
68.5	162.00
68.52	178.00
68.54	191.00
68.56	181.00
68.58	193.00
68.6	202.00
68.62	201.00
68.64	231.00
68.66	213.00
68.68	269.00
68.7	276.00
68.72	291.00
68.74	328.00
68.76	314.00
68.78	361.00
68.8	381.00
68.82	410.00
68.84	457.00
68.86	554.00
68.88	576.00
68.9	604.00
68.92	706.00
68.94	766.00
68.96	828.00
68.98	914.00
69	1045.00
69.02	1180.00
69.04	1369.00
69.06	1596.00
69.08	1900.00
69.1	2325.00
69.12	2749.00
69.14	3525.00
69.16	4876.00
69.18	7386.00
69.2	15174.00
69.22	141934.00
69.24	1399769.00
69.26	1799080.00
69.28	1126134.00
69.3	343687.60
69.32	27498.00
69.34	8358.00
69.36	3939.00
69.38	1980.00
69.4	1317.00
69.42	1021.00
69.44	768.00
69.46	614.00
69.48	506.00
69.5	458.00
69.52	428.00
69.54	363.00
69.56	346.00
69.58	294.00
69.6	276.00
69.62	269.00
69.64	251.00
69.66	204.00
69.68	245.00
69.7	199.00
69.72	202.00
69.74	168.00
69.76	179.00
69.78	143.00
69.8	156.00
69.82	125.00
69.84	139.00
69.86	129.00
69.88	117.00
69.9	127.00
69.92	113.00
69.94	130.00
69.96	105.00
69.98	102.00
70	95.00
70.02	101.00
70.04	98.00
70.06	94.00
70.08	99.00
70.1	99.00
70.12	89.00
70.14	93.00
70.16	91.00
70.18	86.00
70.2	64.00
70.22	63.00
70.24	82.00
70.26	67.00
70.28	70.00
70.3	66.00
70.32	70.00
70.34	79.00
70.36	59.00
70.38	65.00
70.4	80.00
70.42	49.00
70.44	64.00
70.46	65.00
70.48	59.00
70.5	71.00
70.52	56.00
70.54	53.00
70.56	60.00
70.58	48.00
70.6	45.00
70.62	55.00
70.64	53.00
70.66	41.00
70.68	59.00
70.7	44.00
70.72	53.00
70.74	33.00
70.76	53.00
70.78	52.00
70.8	43.00
70.82	40.00
70.84	32.00
70.86	42.00
70.88	42.00
70.9	38.00
70.92	47.00
70.94	39.00
70.96	47.00
70.98	29.00
71	38.00
71.02	45.00
71.04	34.00
71.06	42.00
71.08	48.00
71.1	40.00
71.12	37.00
71.14	36.00
71.16	28.00
71.18	37.00
71.2	27.00
71.22	41.00
71.24	39.00
71.26	21.00
71.28	28.00
71.3	27.00
71.32	34.00
71.34	27.00
71.36	27.00
71.38	27.00
71.4	31.00
71.42	23.00
71.44	26.00
71.46	32.00
71.48	33.00
71.5	36.00
71.52	23.00
71.54	19.00
71.56	19.00
71.58	16.00
71.6	23.00
71.62	25.00
71.64	15.00
71.66	17.00
71.68	19.00
71.7	21.00
71.72	18.00
71.74	25.00
71.76	15.00
71.78	23.00
71.8	19.00
71.82	24.00
71.84	19.00
71.86	15.00
71.88	29.00
71.9	10.00
71.92	17.00
71.94	17.00
71.96	18.00
71.98	17.00
72	16.00
